name,ID,KEGG,HMDB,BiGG
"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)",m00151r,NA,NA,m7masnB
"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)",m00152g,NA,NA,m7masnC
"(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)",m00153g,NA,NA,m8masn
"(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)",m00153r,NA,NA,m8masn
"(Glc)3 (GlcNAc)2 (Man)9 (PP-Dol)1",m00154r,G00008,NA,g3m8mpdol__L
"(indol-3-yl)acetamide",m00155c,C02693,NA,NA
"(R)-1,2-dimethyl-5,6-dihydroxy-tetrahydroisoquinoline",m00156c,NA,NA,NA
"(R)-3-hydroxybutanoate",m00157c,C01089,HMDB0000011,bhb
"(R)-3-hydroxybutanoate",m00157m,C01089,HMDB0000011,bhb
"(R)-3-hydroxybutanoate",m00157s,C01089,HMDB0000011,bhb
"(R)-3-hydroxybutanoyl-[ACP]",m00158c,C04618,NA,NA
"(R)-3-hydroxybutanoyl-CoA",m00159m,C03561,NA,3hbcoa__R
"(R)-3-hydroxydecanoyl-[ACP]",m00160c,C04619,NA,NA
"(R)-3-hydroxyoctanoyl-[ACP]",m00161c,C04620,NA,NA
"(R)-3-hydroxypalmitoyl-[ACP]",m00162c,C04633,NA,NA
"(R)-4-phosphopantothenoyl-cysteine",m00163c,C04352,NA,4ppcys
"(R)-4-phosphopantothenoyl-cysteine",m00163m,C04352,NA,4ppcys
"(R)-5-diphosphomevalonate",m00164c,C01143,NA,5dpmev
"(R)-5-phosphomevalonate",m00165c,C01107,NA,5pmev
"(R)-methylmalonyl-CoA",m00166m,C01213,NA,mmcoa__R
"(R)-mevalonate",m00167c,C00418,HMDB0000227,mev__R
"(R)-mevalonate",m00167p,C00418,HMDB0000227,mev__R
"(R)-S-lactoylglutathione",m00168c,C03451,NA,lgt__S
"(R)-S-lactoylglutathione",m00168m,C03451,NA,lgt__S
"(S)-2-aminobutanoate",m00169c,C02356,HMDB0000452,NA
"(S)-3-hydroxy-11-cis-octadecenoyl-CoA",m00170m,NA,NA,NA
"(S)-3-hydroxy-11-cis-octadecenoyl-CoA",m00170p,NA,NA,NA
"(S)-3-hydroxy-2-methylbutyryl-CoA",m00171m,C04405,NA,3hmbcoa
"(S)-3-hydroxy-7-hexadecenoyl-CoA",m00172m,NA,NA,NA
"(S)-3-hydroxy-7-hexadecenoyl-CoA",m00172p,NA,NA,NA
"(S)-3-hydroxybutyryl-CoA",m00173m,C01144,NA,3hbcoa
"(S)-3-hydroxybutyryl-CoA",m00173p,C01144,NA,3hbcoa
"(S)-3-hydroxydodecanoyl-CoA",m00174m,C05262,NA,NA
"(S)-3-hydroxydodecanoyl-CoA",m00174p,C05262,NA,NA
"(S)-3-hydroxyhexadecanoyl-CoA",m00175m,C05258,NA,NA
"(S)-3-hydroxyhexadecanoyl-CoA",m00175p,C05258,NA,NA
"(S)-3-hydroxyoleyleoyl-CoA",m00176m,NA,NA,NA
"(S)-3-hydroxyoleyleoyl-CoA",m00176p,NA,NA,NA
"(S)-3-hydroxypalmitoleoyl-CoA",m00177m,NA,NA,NA
"(S)-3-hydroxypalmitoleoyl-CoA",m00177p,NA,NA,NA
"(S)-3-hydroxytetradecanoyl-CoA",m00178m,C05260,NA,NA
"(S)-3-hydroxytetradecanoyl-CoA",m00178p,C05260,NA,NA
"(S)-3-sulfolactate",m00179c,C11499,NA,sl__L
"(S)-3-sulfolactate",m00179m,C11499,NA,sl__L
"(S)-3-sulfolactate",m00179s,C11499,NA,sl__L
"(S)-dihydroorotate",m00180c,C00337,NA,dhor__S
"(S)-hydroxydecanoyl-CoA",m00181m,C05264,NA,NA
"(S)-hydroxydecanoyl-CoA",m00181p,C05264,NA,NA
"(S)-hydroxyhexanoyl-CoA",m00182m,C05268,NA,NA
"(S)-hydroxyhexanoyl-CoA",m00182p,C05268,NA,NA
"(S)-hydroxyoctanoyl-CoA",m00183m,C05266,NA,NA
"(S)-hydroxyoctanoyl-CoA",m00183p,C05266,NA,NA
"[ACP]",m00184c,C00229,NA,ACP
"[apocarboxlase]",m00185c,NA,NA,apoC
"[apotransferin]",m00186c,C05780,NA,NA
"[apotransferin]",m00186l,C05780,NA,NA
"[apotransferin]",m00186s,C05780,NA,NA
"[beta-adrenergic-receptor]",m00187c,C01141,NA,NA
"[methionine synthase]-cob(II)alamin",m00188c,C06409,NA,NA
"[methionine synthase]-methylcob(I)alamin",m00189c,C06410,NA,NA
"[myosin light chain]",m00190c,C01003,NA,NA
"[myosin light chain]-phosphate",m00191c,C03875,NA,NA
"[phosphorylase A]",m00192c,C02307,NA,NA
"[phosphorylase B]",m00193c,C02308,NA,NA
"[protein C terminal]-S-farnesyl-L-cysteine",m00194c,C04506,NA,NA
"[protein C terminal]-S-farnesyl-L-cysteine-methyl ester",m00195c,C04748,NA,NA
"[protein]",m00196c,C00017,NA,NA
"[protein]-L-arginine",m00197c,C00613,NA,NA
"[protein]-L-asparagine",m00198c,C03021,NA,Asn_X_Ser_Thr
"[protein]-L-asparagine",m00198l,C03021,NA,Asn_X_Ser_Thr
"[protein]-L-asparagine",m00198r,C03021,NA,Asn_X_Ser_Thr
"[protein]-L-citrulline",m00199c,C03022,NA,NA
"[protein]-L-cysteine",m00200c,C02743,NA,NA
"[protein]-L-glutamine",m00201c,C02583,NA,NA
"[protein]-L-isoaspartate",m00202c,C03306,NA,NA
"[protein]-L-isoaspartate-methyl ester",m00203c,C04311,NA,NA
"[protein]-L-lysine",m00204c,C02188,NA,peplys
"[protein]-L-lysine",m00204n,C02188,NA,peplys
"[protein]-L-lysine",m00204s,C02188,NA,peplys
"[protein]-L-serine",m00205c,C02189,NA,Ser_Gly_Ala_X_Gly
"[protein]-L-serine",m00205g,C02189,NA,Ser_Gly_Ala_X_Gly
"[protein]-L-serine",m00205l,C02189,NA,Ser_Gly_Ala_X_Gly
"[protein]-L-serine",m00205r,C02189,NA,Ser_Gly_Ala_X_Gly
"[protein]-L-tyrosine",m00206c,C00585,NA,NA
"[protein]-N5-alkylglutamine",m00207c,C03636,NA,NA
"[protein]-N6-(dihydrolipoyl)lysine",m00208c,C16832,NA,NA
"[protein]-N6-(lipoyl)lysine",m00209c,C16237,NA,NA
"[protein]-N6-(octanoyl)lysine",m00210c,C16236,NA,NA
"[protein]-N6,N6,N6-trimethyl-L-lysine",m00211c,C05546,NA,Ntmelys
"[protein]-N6,N6,N6-trimethyl-L-lysine",m00211n,C05546,NA,Ntmelys
"[protein]-N6,N6,N6-trimethyl-L-lysine",m00211r,C05546,NA,Ntmelys
"[protein]-N6,N6-dimethyl-L-lysine",m00212c,C05545,NA,Ndmelys
"[protein]-N6,N6-dimethyl-L-lysine",m00212n,C05545,NA,Ndmelys
"[protein]-N6-methyl-L-lysine",m00213c,C05544,NA,NA
"[protein]-N-ubiquityllysine",m00214c,C03635,NA,NA
"[protein]-omega-N-(ADP-D-ribosyl)-L-arginine",m00215c,C16011,NA,NA
"[protein]-S-methyl-L-cysteine",m00216c,C03800,NA,NA
"[protein]-tyrosine-O-sulfate",m00217c,C03721,NA,NA
"[protein]-tyrosine-phosphate",m00218c,C01167,NA,NA
"[pyruvate dehydrogenase (acetyl transferring)]",m00219c,C01256,NA,NA
"[pyruvate dehydrogenase (acetyl transferring)]-phosphate",m00220c,C01293,NA,NA
"1-(1,2,3,4,5-pentahydroxypent-1-yl)-1,2,3,4-tetrahydro-beta-carboline-3-carboxylate",m00221c,NA,NA,NA
"1-(1-alkenyl)-sn-glycero-3-phosphate",m00222c,C15646,NA,NA
"1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine",m00223c,C04635,NA,NA
"1-(1-alkenyl)-sn-glycerol",m00224c,C15645,NA,NA
"1-(3-pyridinyl)-1,4-butanediol",m00225c,C19582,NA,NA
"1-(methylnitrosoamino)-4-(3-pyridinyl)-1,4-butanediol",m00226c,C19577,NA,NA
"1,1-dichloroethylene epoxide",m00227c,C14857,NA,NA
"1,1-dichloroethylene",m00228c,C14039,NA,NA
"1,1-dichloroethylene",m00228s,C14039,NA,NA
"1,2,3,4-tetrahydro-alpha,7-dihydroxy-beta-(hydroxymethyl)-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-propanal",m00229c,C19591,NA,NA
"1,2,3,4-tetrahydro-beta-carboline",m00230c,NA,NA,NA
"1,2-dehydrosalsolinol",m00231c,NA,NA,NA
"1,2-D-glucosyl-5-D-(galactosyloxy)-L-lysine-procollagen",m00232c,C04759,NA,NA
"1,2-diacylglycerol-bile-PC pool",m00233c,C00641,NA,NA
"1,2-diacylglycerol-chylomicron pool",m00234s,C00641,NA,NA
"1,2-diacylglycerol-LD-PC pool",m00235c,C00641,NA,NA
"1,2-diacylglycerol-LD-PE pool",m00236c,C00641,NA,NA
"1,2-diacylglycerol-LD-PE pool",m00236r,C00641,NA,NA
"1,2-diacylglycerol-LD-PI pool",m00237c,C00641,NA,NA
"1,2-diacylglycerol-LD-PS pool",m00238c,C00641,NA,NA
"1,2-diacylglycerol-LD-SM pool",m00239c,C00641,NA,NA
"1,2-diacylglycerol-LD-TAG pool",m00240c,C00641,NA,dag_hs
"1,2-diacylglycerol-LD-TAG pool",m00240g,C00641,NA,dag_hs
"1,2-diacylglycerol-LD-TAG pool",m00240n,C00641,NA,dag_hs
"1,2-diacylglycerol-VLDL pool",m00241s,C00641,NA,NA
"1,2-dibromoethane",m00242c,C11088,NA,NA
"1,2-dibromoethane",m00242s,C11088,NA,NA
"1,2-dihydronaphthalene-1,2-diol",m00243c,C06205,NA,NA
"1,2-dihydroxy-3,4-epoxy-1,2,3,4-tetrahydronaphthalene",m00244c,C14784,NA,NA
"1,2-dihydroxy-5-(methylthio)pent-1-en-3-one",m00245c,C15606,NA,NA
"1,2-naphthoquinone",m00246c,C14783,NA,NA
"1,3-bisphospho-D-glycerate",m00247c,C00236,NA,13dpg
"1,3-diaminopropane",m00248c,C00986,HMDB0000002,13dampp
"1,4-benzothiazine-O-quinonimine",m00249c,NA,NA,NA
"1,4-dihydroxynaphthalene",m00250c,C14785,NA,NA
"1,4-naphthoquinone",m00251c,C02617,NA,NA
"10,11-dihydro-12-epi-LTB4",m00252c,NA,NA,NA
"10,11-dihydro-12-epi-LTB4",m00252m,NA,NA,NA
"10,11-dihydro-12-epi-LTB4",m00252p,NA,NA,NA
"10,11-dihydro-12-oxo-LTB4",m00253c,NA,NA,NA
"10,11-dihydro-12-oxo-LTB4",m00253m,NA,NA,NA
"10,11-dihydro-12-oxo-LTB4",m00253p,NA,NA,NA
"10,11-dihydro-12R-hydroxy-LTC4",m00254c,NA,NA,NA
"10,11-dihydro-12R-hydroxy-LTC4",m00254m,NA,NA,NA
"10,11-dihydro-12R-hydroxy-LTC4",m00254p,NA,NA,NA
"10,11-dihydro-20-dihydroxy-LTB4",m00255c,NA,NA,NA
"10,11-dihydro-20-dihydroxy-LTB4",m00255r,NA,NA,NA
"10,11-dihydro-20-trihydroxy-LTB4",m00256c,NA,NA,NA
"10,11-dihydro-20-trihydroxy-LTB4",m00256r,NA,NA,NA
"10,11-dihydro-LTB4",m00257c,NA,NA,NA
"10,11-dihydro-LTB4",m00257m,NA,NA,NA
"10,11-dihydro-LTB4",m00257p,NA,NA,NA
"10,11-dihydro-LTB4",m00257r,NA,NA,NA
"10,11-dihydro-LTB4-CoA",m00258c,NA,NA,NA
"10,11-dihydro-LTB4-CoA",m00258m,NA,NA,NA
"10,11-dihydro-LTB4-CoA",m00258p,NA,NA,NA
"10,11-dihydro-LTB4-CoA",m00258r,NA,NA,NA
"10,11-epoxy-(4Z,7Z)-hexadecadienoic acid",m00259c,NA,NA,NA
"10,13,16,19-docosatetraenoic acid",m00260c,NA,NA,NA
"10,13,16,19-docosatetraenoic acid",m00260l,NA,NA,NA
"10,13,16,19-docosatetraenoic acid",m00260r,NA,NA,NA
"10,13,16,19-docosatetraenoic acid",m00260s,NA,NA,NA
"10,13,16,19-docosatetraenoylcarnitine",m00261c,NA,NA,NA
"10,13,16,19-docosatetraenoylcarnitine",m00261m,NA,NA,NA
"10,13,16,19-docosatetraenoylcarnitine",m00261r,NA,NA,NA
"10,13,16,19-docosatetraenoyl-CoA",m00262c,NA,NA,NA
"10,13,16,19-docosatetraenoyl-CoA",m00262m,NA,NA,NA
"10,13,16,19-docosatetraenoyl-CoA",m00262r,NA,NA,NA
"10,13,16-docosatrienoylcarnitine",m00263c,NA,NA,NA
"10,13,16-docosatrienoylcarnitine",m00263m,NA,NA,NA
"10,13,16-docosatrienoylcarnitine",m00263r,NA,NA,NA
"10,13,16-docosatrienoyl-CoA",m00264c,NA,NA,NA
"10,13,16-docosatrienoyl-CoA",m00264m,NA,NA,NA
"10,13,16-docosatrienoyl-CoA",m00264r,NA,NA,NA
"10,13,16-docosatriynoic acid",m00265c,NA,NA,NA
"10,13,16-docosatriynoic acid",m00265l,NA,NA,NA
"10,13,16-docosatriynoic acid",m00265r,NA,NA,NA
"10,13,16-docosatriynoic acid",m00265s,NA,NA,NA
"10-formyl-THF",m00266c,C00234,NA,10fthf
"10-formyl-THF",m00266l,C00234,NA,10fthf
"10-formyl-THF",m00266m,C00234,NA,10fthf
"10-formyl-THF",m00266s,C00234,NA,10fthf
"10-formyl-THF-glu(5)",m00267c,NA,NA,10fthf5glu
"10-formyl-THF-glu(5)",m00267l,NA,NA,10fthf5glu
"10-formyl-THF-glu(5)",m00267m,NA,NA,10fthf5glu
"10-formyl-THF-glu(5)",m00267s,NA,NA,10fthf5glu
"10-formyl-THF-glu(6)",m00268c,NA,NA,10fthf6glu
"10-formyl-THF-glu(6)",m00268l,NA,NA,10fthf6glu
"10-formyl-THF-glu(6)",m00268m,NA,NA,10fthf6glu
"10-formyl-THF-glu(6)",m00268s,NA,NA,10fthf6glu
"10-formyl-THF-glu(7)",m00269c,NA,NA,10fthf7glu
"10-formyl-THF-glu(7)",m00269l,NA,NA,10fthf7glu
"10-formyl-THF-glu(7)",m00269m,NA,NA,10fthf7glu
"10-formyl-THF-glu(7)",m00269s,NA,NA,10fthf7glu
"10-HETE",m00270c,C14748,NA,wharachd
"10-HETE",m00270r,C14748,NA,wharachd
"10-hydroperoxy-H4-neuroprostane",m00271c,NA,NA,NA
"10-hydroxy-D4-neuroprostane",m00272c,NA,NA,NA
"10-hydroxy-E4-neuroprostane",m00273c,NA,NA,NA
"10-hydroxy-octadec-(12Z)-enoate-9-beta-D-glucuronide",m00274c,NA,NA,NA
"10-hydroxy-octadec-(12Z)-enoate-9-beta-D-glucuronide",m00274r,NA,NA,NA
"10-peroxy-docosahexaenoate",m00275c,NA,NA,NA
"11,12,15-THETA",m00276c,NA,NA,NA
"11,12-DHET",m00277c,NA,NA,NA
"11,12-dihydroxy-(5E,7E,9E,14Z)-eicosatetraenoate",m00278c,NA,NA,NA
"11,12-EET",m00279c,C14770,HMDB0004673,NA
"11,14,15-THETA",m00280c,NA,NA,NA
"11,15-cyclo-12,14-cycloperoxy-8-hydroperoxy-(5Z,9E)-eicosadienoate",m00281c,NA,NA,NA
"11,15-cyclo-8,12,14-trihydroxy-(5Z,9E)-eicosadienoic acid",m00282c,NA,NA,NA
"11beta,17alpha,21-trihydroxypregnenolone",m00283c,C05489,NA,NA
"11beta-hydroxyandrost-4-ene-3,17-dione",m00284c,C05284,HMDB0006773,NA
"11beta-hydroxyandrost-4-ene-3,17-dione",m00284m,C05284,HMDB0006773,NA
"11beta-hydroxyandrost-4-ene-3,17-dione",m00284r,C05284,HMDB0006773,NA
"11beta-hydroxyprogesterone",m00285c,C05498,NA,NA
"11-carboxy-alpha-chromanol",m00286m,NA,NA,NA
"11-carboxy-alpha-tocotrienol",m00287m,NA,NA,NA
"11-carboxy-gamma-chromanol",m00288m,NA,NA,NA
"11-carboxy-gamma-tocotrienol",m00289m,NA,NA,NA
"11-cis-retinal",m00290c,C02110,HMDB0002152,retinal_11_cis
"11-cis-retinol",m00291c,C00899,NA,retinol_cis_11
"11-cis-retinyl-palmitate",m00292c,C03455,NA,NA
"11-dehydro-thromboxane B2",m00293c,NA,NA,NA
"11-deoxycorticosterone",m00294c,C03205,NA,11docrtstrn
"11-deoxycorticosterone",m00294m,C03205,NA,11docrtstrn
"11-deoxycorticosterone",m00294r,C03205,NA,11docrtstrn
"11-deoxycortisol",m00295c,C05488,HMDB0000015,11docrtsl
"11-deoxycortisol",m00295m,C05488,HMDB0000015,11docrtsl
"11-deoxycortisol",m00295r,C05488,HMDB0000015,11docrtsl
"11h-14,15-EETA",m00296c,NA,NA,NA
"11-HETE",m00297c,NA,NA,NA
"11-HpODE",m00298c,NA,NA,NA
"11-hydroperoxy-H4-neuroprostane",m00299c,NA,NA,NA
"11-hydroxy-D4-neuroprostane",m00300c,NA,NA,NA
"11-hydroxy-E4-neuroprostane",m00301c,NA,NA,NA
"11-peroxy-(5Z,8Z,12E,14Z)-eicosatetraenoate",m00302c,NA,NA,NA
"11-peroxy-docosahexaenoate",m00303c,NA,NA,NA
"11-trans-LTE4",m00304c,NA,NA,NA
"12(13)-EpOME",m00305c,C14826,HMDB0004702,NA
"12(13)-EpOME",m00305r,C14826,HMDB0004702,NA
"12(R)-HPETE",m00306c,NA,HMDB0006222,12RHPET
"12(S)-HETE",m00307c,NA,NA,NA
"12(S)-HETE",m00307r,NA,NA,NA
"12(S)-HHT",m00308c,NA,NA,NA
"12(S)-HPETE",m00309c,C05965,HMDB0004243,12HPET
"12(S)-HPETE",m00309p,C05965,HMDB0004243,12HPET
"12(S)-HPETE",m00309r,C05965,HMDB0004243,12HPET
"12(S)-HPETE",m00309s,C05965,HMDB0004243,12HPET
"12,13-epoxy-(6Z,9Z)-octadecadienoic acid",m00310c,NA,NA,NA
"12,13-epoxy-9-alkoxy-(10E)-octadecenoate",m00311c,NA,NA,NA
"12,13-epoxy-9-hydroperoxy-(10E)-octadecenoate",m00312c,NA,NA,NA
"12,13-epoxylinoleic acid-radical",m00313c,NA,NA,NA
"12,13-hydroxyoctadec-9(z)-enoate",m00314c,C14829,HMDB0004705,NA
"12,13-hydroxyoctadec-9(z)-enoate",m00314r,C14829,HMDB0004705,NA
"12,15,18,21-tetracosatetraenoic acid",m00315c,NA,NA,NA
"12,15,18,21-tetracosatetraenoic acid",m00315l,NA,NA,NA
"12,15,18,21-tetracosatetraenoic acid",m00315r,NA,NA,NA
"12,15,18,21-tetracosatetraenoic acid",m00315s,NA,NA,NA
"12,15,18,21-tetracosatetraenoylcarnitine",m00316c,NA,NA,NA
"12,15,18,21-tetracosatetraenoylcarnitine",m00316r,NA,NA,NA
"12,15,18,21-tetracosatetraenoyl-CoA",m00317c,NA,NA,NA
"12,15,18,21-tetracosatetraenoyl-CoA",m00317p,NA,NA,NA
"12,15,18,21-tetracosatetraenoyl-CoA",m00317r,NA,NA,NA
"12,20-diHETE",m00318c,NA,NA,NA
"12,20-diHETE",m00318r,NA,NA,NA
"12,20-dioxo-LTB4",m00319c,NA,NA,NA
"12-epi-LTB4",m00320c,NA,NA,NA
"12-hetre",m00321c,NA,NA,NA
"12-hydroperoxyeicosatetraenoate-glyceryl-ester",m00322c,NA,NA,NA
"12-hydroxy-13-O-D-glucuronoside-octadec-(9Z)-enoate",m00323c,NA,NA,NA
"12-hydroxy-13-O-D-glucuronoside-octadec-(9Z)-enoate",m00323r,NA,NA,NA
"12-hydroxy-arachidonate",m00324r,NA,HMDB0006111,12harachd
"12-hydroxydodecanoic acid",m00325c,C08317,HMDB0002059,whddca
"12-hydroxydodecanoic acid",m00325s,C08317,HMDB0002059,whddca
"12-keto-LTB4",m00326c,NA,NA,NA
"12-keto-LTB4",m00326m,NA,NA,NA
"12-keto-LTB4",m00326p,NA,NA,NA
"12-keto-LTB4",m00326r,NA,NA,NA
"12-O-D-glucuronoside-13-hydroxyoctadec-(9Z)-enoate",m00327c,NA,NA,NA
"12-O-D-glucuronoside-13-hydroxyoctadec-(9Z)-enoate",m00327r,NA,NA,NA
"12-oxo-10,11-dihydro-20-COOH-LTB4",m00328c,NA,NA,NA
"12-oxo-10,11-dihydro-20-COOH-LTB4",m00328r,NA,NA,NA
"12-oxo-20-carboxy-LTB4",m00329c,NA,NA,NA
"12-oxo-20-carboxy-LTB4",m00329r,NA,NA,NA
"12-oxo-20-dihydroxy-LTB4",m00330c,NA,NA,NA
"12-oxo-20-dihydroxy-LTB4",m00330r,NA,NA,NA
"12-oxo-20-hydroxy-LTB4",m00331c,NA,NA,NA
"12-oxo-20-hydroxy-LTB4",m00331r,NA,NA,NA
"12-oxo-20-trihydroxy-LTB4",m00332c,NA,NA,NA
"12-oxo-20-trihydroxy-LTB4",m00332r,NA,NA,NA
"12-oxo-c-LTB3",m00333c,NA,NA,NA
"12-oxo-c-LTB3",m00333m,NA,NA,NA
"12-oxo-c-LTB3",m00333p,NA,NA,NA
"12-oxo-c-LTB3",m00333r,NA,NA,NA
"12-oxoETE",m00334c,NA,NA,NA
"12-peroxy-(5Z,8Z,10E,14Z)-eicosatetraenoate",m00335c,NA,NA,NA
"13(S)-HODE",m00336c,C14762,NA,NA
"13(S)-HPODE",m00337c,C04717,HMDB0003871,NA
"13,14-dihydro-15-keto-PGD2",m00338c,NA,NA,NA
"13,14-dihydro-15-oxo-lipoxin A4",m00339c,NA,NA,NA
"13,14-dihydro-lipoxin A4",m00340c,NA,NA,NA
"13,16,19-docosatrienoic acid",m00341c,C16534,HMDB0002823,NA
"13,16,19-docosatrienoic acid",m00341l,C16534,HMDB0002823,NA
"13,16,19-docosatrienoic acid",m00341r,C16534,HMDB0002823,NA
"13,16,19-docosatrienoic acid",m00341s,C16534,HMDB0002823,NA
"13,16,19-docosatrienoylcarnitine",m00342c,NA,NA,NA
"13,16,19-docosatrienoylcarnitine",m00342m,NA,NA,NA
"13,16,19-docosatrienoylcarnitine",m00342r,NA,NA,NA
"13,16,19-docosatrienoyl-CoA",m00343c,NA,NA,NA
"13,16,19-docosatrienoyl-CoA",m00343m,NA,NA,NA
"13,16,19-docosatrienoyl-CoA",m00343r,NA,NA,NA
"13-carboxy-alpha-tocopherol",m00344c,NA,NA,NA
"13-carboxy-alpha-tocopherol",m00344m,NA,NA,NA
"13-carboxy-alpha-tocopherol",m00344r,NA,NA,NA
"13-carboxy-alpha-tocotrienol",m00345c,NA,NA,NA
"13-carboxy-alpha-tocotrienol",m00345m,NA,NA,NA
"13-carboxy-alpha-tocotrienol",m00345r,NA,NA,NA
"13-carboxy-gamma-tocopherol",m00346c,NA,NA,NA
"13-carboxy-gamma-tocopherol",m00346m,NA,NA,NA
"13-carboxy-gamma-tocopherol",m00346r,NA,NA,NA
"13-carboxy-gamma-tocotrienol",m00347c,NA,NA,NA
"13-carboxy-gamma-tocotrienol",m00347m,NA,NA,NA
"13-carboxy-gamma-tocotrienol",m00347r,NA,NA,NA
"13-cis-oxo-retinoate",m00348c,NA,NA,13_cis_oretn
"13-cis-retinal",m00349c,NA,HMDB0006220,retinal_cis_13
"13-cis-retinal",m00349r,NA,HMDB0006220,retinal_cis_13
"13-cis-retinoate",m00350c,D00348,HMDB0006219,13_cis_retn
"13-cis-retinoate",m00350r,D00348,HMDB0006219,13_cis_retn
"13-cis-retinol",m00351c,NA,NA,retinol_cis_13
"13-cis-retinoyl-beta-D-glucuronide",m00352r,NA,NA,NA
"13-cis-retinoyl-glucuronide",m00353c,NA,HMDB0003141,13_cis_retnglc
"13-cis-retinoyl-glucuronide",m00353r,NA,HMDB0003141,13_cis_retnglc
"13-cis-retinoyl-glucuronide",m00353s,NA,HMDB0003141,13_cis_retnglc
"13-HETE",m00354c,NA,NA,NA
"13-hydroperoxy-H4-neuroprostane",m00355c,NA,NA,NA
"13-hydroxy-alpha-tocopherol",m00356c,NA,NA,NA
"13-hydroxy-alpha-tocopherol",m00356r,NA,NA,NA
"13-hydroxy-alpha-tocotrienol",m00357c,NA,NA,NA
"13-hydroxy-alpha-tocotrienol",m00357r,NA,NA,NA
"13-hydroxy-D4-neuroprostane",m00358c,NA,NA,NA
"13-hydroxy-E4-neuroprostane",m00359c,NA,NA,NA
"13-hydroxy-gamma-tocopherol",m00360c,NA,NA,NA
"13-hydroxy-gamma-tocopherol",m00360r,NA,NA,NA
"13-hydroxy-gamma-tocotrienol",m00361c,NA,NA,NA
"13-hydroxy-gamma-tocotrienol",m00361r,NA,NA,NA
"13-oxo-(9Z,11E)-tridecadienoate",m00362c,NA,NA,NA
"13-oxy-radical-octadecadienoate",m00363c,NA,NA,NA
"14,15-DHET",m00364c,NA,NA,NA
"14,15-DiHETE",m00365c,NA,NA,NA
"14,15-DiHETE",m00365n,NA,NA,NA
"14,15-EET",m00366c,C14771,HMDB0004264,NA
"14,15-EET",m00366r,C14771,HMDB0004264,NA
"14-demethyllanosterol",m00367c,C05108,NA,44mzym
"14-hydroperoxy-H4-neuroprostane",m00368c,NA,NA,NA
"14-hydroxy-D4-neuroprostane",m00369c,NA,NA,NA
"14-hydroxy-E4-neuroprostane",m00370c,NA,NA,NA
"14-hydroxytetradecanoic acid",m00371c,NA,NA,whttdca
"14-hydroxytetradecanoic acid",m00371s,NA,NA,whttdca
"14-peroxy-docosahexaenoate",m00372c,NA,NA,NA
"15(R)-HEPE",m00373c,NA,NA,NA
"15(R)-HEPE",m00373n,NA,NA,NA
"15(R)-HEPE",m00373p,NA,NA,NA
"15(R)-HEPE",m00373r,NA,NA,NA
"15(R)-HETE",m00374c,NA,NA,NA
"15(R)-HETE",m00374p,NA,NA,NA
"15(R)-HETE",m00374r,NA,NA,NA
"15(R)-HpEPE",m00375c,NA,NA,NA
"15(R)-HpEPE",m00375n,NA,NA,NA
"15(R)-HpEPE",m00375p,NA,NA,NA
"15(R)-HpEPE",m00375r,NA,NA,NA
"15(S)-HEPE",m00376c,NA,NA,NA
"15(S)-HETE",m00377c,NA,NA,NA
"15(S)-HETrE",m00378c,NA,NA,NA
"15(S)-HpEPE",m00379c,NA,NA,NA
"15(S)-HPETE",m00380c,C05966,HMDB0004244,15HPET
"15(S)-HPETE",m00380n,C05966,HMDB0004244,15HPET
"15(S)-HPETE",m00380p,C05966,HMDB0004244,15HPET
"15(S)-HPETE",m00380r,C05966,HMDB0004244,15HPET
"15-dehydro-prostaglandin D2",m00381c,NA,NA,NA
"15-deoxy-delta-12,14-PGD2",m00382c,NA,NA,NA
"15-deoxy-delta-12,14-PGJ2",m00383c,NA,NA,NA
"15-deoxy-PGD2",m00384c,NA,NA,NA
"15-deoxy-prostaglandin J2",m00385c,NA,NA,NA
"15-epi-lipoxin A4",m00386c,NA,NA,NA
"15-epi-lipoxin A4",m00386p,NA,NA,NA
"15-epi-lipoxin A4",m00386r,NA,NA,NA
"15-epi-lipoxin A5",m00387c,NA,NA,NA
"15-epi-lipoxin A5",m00387p,NA,NA,NA
"15-epi-lipoxin A5",m00387r,NA,NA,NA
"15-epi-lipoxin B4",m00388c,NA,NA,NA
"15-epi-lipoxin B4",m00388p,NA,NA,NA
"15-epi-lipoxin B4",m00388r,NA,NA,NA
"15-epi-lipoxin B5",m00389c,NA,NA,NA
"15-epi-lipoxin B5",m00389p,NA,NA,NA
"15-epi-lipoxin B5",m00389r,NA,NA,NA
"15H-11,12-EETA",m00390c,NA,NA,NA
"15-HpETrE",m00391c,NA,NA,NA
"15-keto-prostaglandin F2alpha",m00392c,NA,NA,NA
"15-oxoETE",m00393c,NA,NA,NA
"15-oxo-lipoxin A4",m00394c,NA,NA,NA
"15-oxo-prostaglandin E2-glyceryl ester",m00395c,NA,NA,NA
"16(R)-HETE",m00396c,NA,NA,NA
