"","data.gene.id.full","data.gene.id"
"10203","ENSG00000110422.11","ENSG00000110422"
"10204","ENSG00000110427.14","ENSG00000110427"
"10205","ENSG00000205177.6","ENSG00000205177"
"10206","ENSG00000085063.14","ENSG00000085063"
"10207","ENSG00000110429.13","ENSG00000110429"
"10208","ENSG00000135363.11","ENSG00000135363"
"10209","ENSG00000135387.20","ENSG00000135387"
"10210","ENSG00000135372.8","ENSG00000135372"
"10211","ENSG00000166016.5","ENSG00000166016"
"10212","ENSG00000121691.4","ENSG00000121691"
"10213","ENSG00000135374.9","ENSG00000135374"
"10214","ENSG00000135373.12","ENSG00000135373"
"10215","ENSG00000149089.12","ENSG00000149089"
"10216","ENSG00000110435.11","ENSG00000110435"
"10217","ENSG00000026508.17","ENSG00000026508"
"10218","ENSG00000110436.11","ENSG00000110436"
"10219","ENSG00000149090.11","ENSG00000149090"
"10220","ENSG00000179431.6","ENSG00000179431"
"10221","ENSG00000166326.6","ENSG00000166326"
"10222","ENSG00000179241.12","ENSG00000179241"
"10223","ENSG00000110442.11","ENSG00000110442"
"10224","ENSG00000135362.13","ENSG00000135362"
"10225","ENSG00000175104.14","ENSG00000175104"
"10226","ENSG00000166349.9","ENSG00000166349"
"10227","ENSG00000175097.7","ENSG00000175097"
"10228","ENSG00000166352.15","ENSG00000166352"
"10229","ENSG00000148948.7","ENSG00000148948"
"10230","ENSG00000166181.12","ENSG00000166181"
"10231","ENSG00000052841.14","ENSG00000052841"
"10232","ENSG00000149084.12","ENSG00000149084"
"10233","ENSG00000166199.12","ENSG00000166199"
"10234","ENSG00000187479.5","ENSG00000187479"
"10235","ENSG00000205126.2","ENSG00000205126"
"10236","ENSG00000110455.13","ENSG00000110455"
"10237","ENSG00000151348.13","ENSG00000151348"
"10238","ENSG00000052850.5","ENSG00000052850"
"10239","ENSG00000085117.11","ENSG00000085117"
"10240","ENSG00000157570.11","ENSG00000157570"
"10241","ENSG00000175274.18","ENSG00000175274"
"10242","ENSG00000019485.13","ENSG00000019485"
"10243","ENSG00000019505.7","ENSG00000019505"
"10244","ENSG00000175264.7","ENSG00000175264"
"10245","ENSG00000181830.8","ENSG00000181830"
"10246","ENSG00000121671.11","ENSG00000121671"
"10247","ENSG00000121653.11","ENSG00000121653"
"10248","ENSG00000234776.4","ENSG00000234776"
"10249","ENSG00000121680.15","ENSG00000121680"
"10250","ENSG00000165905.17","ENSG00000165905"
"10251","ENSG00000135365.15","ENSG00000135365"
"10252","ENSG00000157613.10","ENSG00000157613"
"10253","ENSG00000149091.15","ENSG00000149091"
"10254","ENSG00000110492.15","ENSG00000110492"
"10255","ENSG00000180720.7","ENSG00000180720"
"10256","ENSG00000110497.14","ENSG00000110497"
"10257","ENSG00000180423.4","ENSG00000180423"
"10258","ENSG00000175224.16","ENSG00000175224"
"10259","ENSG00000175220.11","ENSG00000175220"
"10260","ENSG00000175213.2","ENSG00000175213"
"10261","ENSG00000180210.14","ENSG00000180210"
"10262","ENSG00000175216.14","ENSG00000175216"
"10263","ENSG00000134569.9","ENSG00000134569"
"10264","ENSG00000149179.13","ENSG00000149179"
"10265","ENSG00000149182.14","ENSG00000149182"
"10266","ENSG00000165912.15","ENSG00000165912"
"10267","ENSG00000134574.11","ENSG00000134574"
"10268","ENSG00000134575.9","ENSG00000134575"
"10269","ENSG00000025434.18","ENSG00000025434"
"10270","ENSG00000110514.19","ENSG00000110514"
"10271","ENSG00000134571.10","ENSG00000134571"
"10272","ENSG00000066336.11","ENSG00000066336"
"10273","ENSG00000165915.13","ENSG00000165915"
"10274","ENSG00000165916.8","ENSG00000165916"
"10275","ENSG00000165917.9","ENSG00000165917"
"10276","ENSG00000149187.17","ENSG00000149187"
"10277","ENSG00000110536.13","ENSG00000110536"
"10278","ENSG00000123444.13","ENSG00000123444"
"10279","ENSG00000213619.9","ENSG00000213619"
"10280","ENSG00000196666.4","ENSG00000196666"
"10281","ENSG00000172247.3","ENSG00000172247"
"10282","ENSG00000109919.9","ENSG00000109919"
"10283","ENSG00000165923.15","ENSG00000165923"
"10284","ENSG00000109920.12","ENSG00000109920"
"10285","ENSG00000030066.13","ENSG00000030066"
"10286","ENSG00000149177.12","ENSG00000149177"
"10287","ENSG00000175619.2","ENSG00000175619"
"10288","ENSG00000176567.1","ENSG00000176567"
"10289","ENSG00000176555.1","ENSG00000176555"
"10290","ENSG00000176547.8","ENSG00000176547"
"10291","ENSG00000176540.3","ENSG00000176540"
"10292","ENSG00000237388.2","ENSG00000237388"
"10293","ENSG00000182053.12","ENSG00000182053"
"10294","ENSG00000214891.9","ENSG00000214891"
"10295","ENSG00000086205.16","ENSG00000086205"
"10296","ENSG00000258817.1","ENSG00000258817"
"10297","ENSG00000221954.2","ENSG00000221954"
"10298","ENSG00000185926.1","ENSG00000185926"
"10299","ENSG00000221840.3","ENSG00000221840"
"10300","ENSG00000150244.11","ENSG00000150244"
"10301","ENSG00000181961.3","ENSG00000181961"
"10302","ENSG00000181958.3","ENSG00000181958"
"10303","ENSG00000181939.2","ENSG00000181939"
"10304","ENSG00000172188.4","ENSG00000172188"
"10305","ENSG00000181927.2","ENSG00000181927"
"10306","ENSG00000174982.2","ENSG00000174982"
"10307","ENSG00000181903.4","ENSG00000181903"
"10308","ENSG00000186113.1","ENSG00000186113"
"10309","ENSG00000186119.7","ENSG00000186119"
"10310","ENSG00000205030.1","ENSG00000205030"
"10311","ENSG00000205029.1","ENSG00000205029"
"10312","ENSG00000124900.12","ENSG00000124900"
"10313","ENSG00000187612.1","ENSG00000187612"
"10314","ENSG00000167825.3","ENSG00000167825"
"10315","ENSG00000174970.3","ENSG00000174970"
"10316","ENSG00000149133.1","ENSG00000149133"
"10317","ENSG00000181785.1","ENSG00000181785"
"10318","ENSG00000172154.9","ENSG00000172154"
"10319","ENSG00000181767.2","ENSG00000181767"
"10320","ENSG00000181761.5","ENSG00000181761"
"10321","ENSG00000167822.1","ENSG00000167822"
"10322","ENSG00000181752.3","ENSG00000181752"
"10323","ENSG00000174957.1","ENSG00000174957"
"10324","ENSG00000181718.5","ENSG00000181718"
"10325","ENSG00000172489.5","ENSG00000172489"
"10326","ENSG00000181698.3","ENSG00000181698"
"10327","ENSG00000181693.7","ENSG00000181693"
"10328","ENSG00000150261.3","ENSG00000150261"
"10329","ENSG00000172487.3","ENSG00000172487"
"10330","ENSG00000172199.1","ENSG00000172199"
"10331","ENSG00000150269.1","ENSG00000150269"
"10332","ENSG00000174937.3","ENSG00000174937"
"10333","ENSG00000181371.3","ENSG00000181371"
"10334","ENSG00000255223.3","ENSG00000255223"
"10335","ENSG00000254834.3","ENSG00000254834"
"10336","ENSG00000255012.1","ENSG00000255012"
"10337","ENSG00000172464.2","ENSG00000172464"
"10338","ENSG00000174914.1","ENSG00000174914"
"10339","ENSG00000172457.5","ENSG00000172457"
"10340","ENSG00000181273.2","ENSG00000181273"
"10341","ENSG00000183908.5","ENSG00000183908"
"10342","ENSG00000134817.10","ENSG00000134817"
"10343","ENSG00000149115.13","ENSG00000149115"
"10344","ENSG00000149136.8","ENSG00000149136"
"10345","ENSG00000109991.8","ENSG00000109991"
"10346","ENSG00000156575.2","ENSG00000156575"
"10347","ENSG00000186652.9","ENSG00000186652"
"10348","ENSG00000134802.17","ENSG00000134802"
"10349","ENSG00000186907.7","ENSG00000186907"
"10350","ENSG00000149150.8","ENSG00000149150"
"10351","ENSG00000134809.8","ENSG00000134809"
"10352","ENSG00000214872.8","ENSG00000214872"
"10353","ENSG00000156587.15","ENSG00000156587"
"10354","ENSG00000149131.15","ENSG00000149131"
"10355","ENSG00000166793.10","ENSG00000166793"
"10356","ENSG00000172409.5","ENSG00000172409"
"10357","ENSG00000156599.10","ENSG00000156599"
"10358","ENSG00000156603.15","ENSG00000156603"
"10359","ENSG00000213593.9","ENSG00000213593"
"10360","ENSG00000211450.9","ENSG00000211450"
"10361","ENSG00000233436.7","ENSG00000233436"
"10362","ENSG00000198561.13","ENSG00000198561"
"10363","ENSG00000186509.4","ENSG00000186509"
"10364","ENSG00000279051.4","ENSG00000279051"
"10365","ENSG00000172377.1","ENSG00000172377"
"10366","ENSG00000186513.2","ENSG00000186513"
"10367","ENSG00000197887.3","ENSG00000197887"
"10368","ENSG00000180475.4","ENSG00000180475"
"10369","ENSG00000172772.3","ENSG00000172772"
"10370","ENSG00000197786.3","ENSG00000197786"
"10371","ENSG00000172769.2","ENSG00000172769"
"10372","ENSG00000172365.2","ENSG00000172365"
"10373","ENSG00000172362.2","ENSG00000172362"
"10374","ENSG00000198283.2","ENSG00000198283"
"10375","ENSG00000110031.12","ENSG00000110031"
"10376","ENSG00000186660.14","ENSG00000186660"
"10377","ENSG00000242689.2","ENSG00000242689"
"10378","ENSG00000149124.10","ENSG00000149124"
"10379","ENSG00000156689.6","ENSG00000156689"
"10380","ENSG00000166840.13","ENSG00000166840"
"10381","ENSG00000255151.2","ENSG00000255151"
"10382","ENSG00000189057.10","ENSG00000189057"
"10383","ENSG00000166801.15","ENSG00000166801"
"10384","ENSG00000110042.7","ENSG00000110042"
"10385","ENSG00000197629.5","ENSG00000197629"
"10386","ENSG00000176495.2","ENSG00000176495"
"10387","ENSG00000172324.4","ENSG00000172324"
"10388","ENSG00000172320.2","ENSG00000172320"
"10389","ENSG00000166884.2","ENSG00000166884"
"10390","ENSG00000254466.1","ENSG00000254466"
"10391","ENSG00000176200.1","ENSG00000176200"
"10392","ENSG00000172742.4","ENSG00000172742"
"10393","ENSG00000110048.11","ENSG00000110048"
"10394","ENSG00000166889.13","ENSG00000166889"
"10395","ENSG00000172289.2","ENSG00000172289"
"10396","ENSG00000166900.15","ENSG00000166900"
"10397","ENSG00000166902.4","ENSG00000166902"
"10398","ENSG00000134812.7","ENSG00000134812"
"10399","ENSG00000134827.7","ENSG00000134827"
"10400","ENSG00000149507.6","ENSG00000149507"
"10401","ENSG00000149516.13","ENSG00000149516"
"10402","ENSG00000149534.8","ENSG00000149534"
"10403","ENSG00000110077.14","ENSG00000110077"
"10404","ENSG00000214787.9","ENSG00000214787"
"10405","ENSG00000110079.16","ENSG00000110079"
"10406","ENSG00000166926.8","ENSG00000166926"
"10407","ENSG00000166927.12","ENSG00000166927"
"10408","ENSG00000166928.10","ENSG00000166928"
"10409","ENSG00000166930.6","ENSG00000166930"
"10410","ENSG00000156738.17","ENSG00000156738"
"10411","ENSG00000071203.9","ENSG00000071203"
"10412","ENSG00000204979.7","ENSG00000204979"
"10413","ENSG00000166959.7","ENSG00000166959"
"10414","ENSG00000214782.7","ENSG00000214782"
"10415","ENSG00000166961.14","ENSG00000166961"
"10416","ENSG00000172689.1","ENSG00000172689"
"10417","ENSG00000110104.11","ENSG00000110104"
"10418","ENSG00000183134.4","ENSG00000183134"
"10419","ENSG00000149506.11","ENSG00000149506"
"10420","ENSG00000110107.8","ENSG00000110107"
"10421","ENSG00000110108.9","ENSG00000110108"
"10422","ENSG00000006118.14","ENSG00000006118"
"10423","ENSG00000110446.10","ENSG00000110446"
"10424","ENSG00000013725.14","ENSG00000013725"
"10425","ENSG00000110448.10","ENSG00000110448"
"10426","ENSG00000167987.10","ENSG00000167987"
"10427","ENSG00000229859.9","ENSG00000229859"
"10428","ENSG00000229183.8","ENSG00000229183"
"10429","ENSG00000256713.7","ENSG00000256713"
"10430","ENSG00000167992.12","ENSG00000167992"
"10431","ENSG00000167986.13","ENSG00000167986"
"10432","ENSG00000149476.15","ENSG00000149476"
"10433","ENSG00000162144.9","ENSG00000162144"
"10434","ENSG00000149483.11","ENSG00000149483"
"10435","ENSG00000187049.9","ENSG00000187049"
"10436","ENSG00000149532.15","ENSG00000149532"
"10437","ENSG00000167985.6","ENSG00000167985"
"10438","ENSG00000256591.5","ENSG00000256591"
"10439","ENSG00000162148.10","ENSG00000162148"
"10440","ENSG00000204950.3","ENSG00000204950"
"10441","ENSG00000011347.9","ENSG00000011347"
"10442","ENSG00000134780.9","ENSG00000134780"
"10443","ENSG00000124920.13","ENSG00000124920"
"10444","ENSG00000134825.15","ENSG00000134825"
"10445","ENSG00000168496.3","ENSG00000168496"
"10446","ENSG00000149485.18","ENSG00000149485"
"10447","ENSG00000134824.13","ENSG00000134824"
"10448","ENSG00000221968.8","ENSG00000221968"
"10449","ENSG00000167994.11","ENSG00000167994"
"10450","ENSG00000167995.15","ENSG00000167995"
"10451","ENSG00000167996.15","ENSG00000167996"
"10452","ENSG00000149503.12","ENSG00000149503"
"10453","ENSG00000168515.3","ENSG00000168515"
"10454","ENSG00000124939.5","ENSG00000124939"
"10455","ENSG00000124935.3","ENSG00000124935"
"10456","ENSG00000110484.6","ENSG00000110484"
"10457","ENSG00000197745.2","ENSG00000197745"
"10458","ENSG00000162174.12","ENSG00000162174"
"10459","ENSG00000149021.6","ENSG00000149021"
"10460","ENSG00000124942.13","ENSG00000124942"
"10461","ENSG00000254772.9","ENSG00000254772"
"10462","ENSG00000149016.15","ENSG00000149016"
"10463","ENSG00000149480.6","ENSG00000149480"
"10464","ENSG00000149499.11","ENSG00000149499"
"10465","ENSG00000149489.8","ENSG00000149489"
"10466","ENSG00000149541.9","ENSG00000149541"
"10467","ENSG00000089597.16","ENSG00000089597"
"10468","ENSG00000185085.2","ENSG00000185085"
"10469","ENSG00000278615.4","ENSG00000278615"
"10470","ENSG00000214756.7","ENSG00000214756"
"10471","ENSG00000162194.12","ENSG00000162194"
"10472","ENSG00000204922.4","ENSG00000204922"
"10473","ENSG00000162191.13","ENSG00000162191"
"10474","ENSG00000177363.4","ENSG00000177363"
"10475","ENSG00000168000.14","ENSG00000168000"
"10476","ENSG00000162188.5","ENSG00000162188"
"10477","ENSG00000214753.2","ENSG00000214753"
"10478","ENSG00000162222.13","ENSG00000162222"
"10479","ENSG00000185670.7","ENSG00000185670"
"10480","ENSG00000168002.11","ENSG00000168002"
"10481","ENSG00000168569.7","ENSG00000168569"
"10482","ENSG00000162227.7","ENSG00000162227"
"10483","ENSG00000185475.10","ENSG00000185475"
"10484","ENSG00000162231.13","ENSG00000162231"
"10485","ENSG00000162236.11","ENSG00000162236"
"10486","ENSG00000283268.1","ENSG00000283268"
"10487","ENSG00000133316.15","ENSG00000133316"
"10488","ENSG00000168003.16","ENSG00000168003"
"10489","ENSG00000168539.3","ENSG00000168539"
"10490","ENSG00000197901.11","ENSG00000197901"
"10491","ENSG00000149452.15","ENSG00000149452"
"10492","ENSG00000197658.9","ENSG00000197658"
"10493","ENSG00000184999.11","ENSG00000184999"
"10494","ENSG00000196600.12","ENSG00000196600"
"10495","ENSG00000149742.9","ENSG00000149742"
"10496","ENSG00000168004.9","ENSG00000168004"
"10497","ENSG00000133317.14","ENSG00000133317"
"10498","ENSG00000133321.10","ENSG00000133321"
"10499","ENSG00000133328.3","ENSG00000133328"
"10500","ENSG00000176485.11","ENSG00000176485"
"10501","ENSG00000184743.12","ENSG00000184743"
"10502","ENSG00000133318.13","ENSG00000133318"
"10503","ENSG00000188070.9","ENSG00000188070"
"10504","ENSG00000168005.8","ENSG00000168005"
"10505","ENSG00000072518.20","ENSG00000072518"
"10506","ENSG00000167771.5","ENSG00000167771"
"10507","ENSG00000110583.12","ENSG00000110583"
"10508","ENSG00000176340.3","ENSG00000176340"
"10509","ENSG00000167770.11","ENSG00000167770"
"10510","ENSG00000133315.10","ENSG00000133315"
"10511","ENSG00000126500.3","ENSG00000126500"
"10512","ENSG00000168439.16","ENSG00000168439"
"10513","ENSG00000149781.12","ENSG00000149781"
"10514","ENSG00000149743.13","ENSG00000149743"
"10515","ENSG00000149761.8","ENSG00000149761"
"10516","ENSG00000110011.13","ENSG00000110011"
"10517","ENSG00000173511.9","ENSG00000173511"
"10518","ENSG00000173486.12","ENSG00000173486"
"10519","ENSG00000173457.10","ENSG00000173457"
"10520","ENSG00000149782.11","ENSG00000149782"
"10521","ENSG00000002330.13","ENSG00000002330"
"10522","ENSG00000173264.14","ENSG00000173264"
"10523","ENSG00000182450.12","ENSG00000182450"
"10524","ENSG00000219435.5","ENSG00000219435"
"10525","ENSG00000173153.13","ENSG00000173153"
"10526","ENSG00000173113.6","ENSG00000173113"
"10527","ENSG00000126432.13","ENSG00000126432"
"10528","ENSG00000168071.21","ENSG00000168071"
"10529","ENSG00000162302.12","ENSG00000162302"
"10530","ENSG00000168065.15","ENSG00000168065"
"10531","ENSG00000197891.11","ENSG00000197891"
"10532","ENSG00000110076.18","ENSG00000110076"
"10533","ENSG00000068831.18","ENSG00000068831"
"10534","ENSG00000068976.13","ENSG00000068976"
"10535","ENSG00000168066.20","ENSG00000168066"
"10536","ENSG00000168067.11","ENSG00000168067"
"10537","ENSG00000133895.14","ENSG00000133895"
"10538","ENSG00000171219.8","ENSG00000171219"
"10539","ENSG00000110047.17","ENSG00000110047"
"10540","ENSG00000110046.12","ENSG00000110046"
"10541","ENSG00000068971.13","ENSG00000068971"
"10542","ENSG00000149735.6","ENSG00000149735"
"10543","ENSG00000168070.11","ENSG00000168070"
"10544","ENSG00000168062.9","ENSG00000168062"
"10545","ENSG00000213465.7","ENSG00000213465"
"10546","ENSG00000110025.12","ENSG00000110025"
"10547","ENSG00000168061.14","ENSG00000168061"
"10548","ENSG00000168060.15","ENSG00000168060"
"10549","ENSG00000146670.9","ENSG00000146670"
"10550","ENSG00000162300.11","ENSG00000162300"
"10551","ENSG00000187066.8","ENSG00000187066"
"10552","ENSG00000149823.8","ENSG00000149823"
"10553","ENSG00000149809.14","ENSG00000149809"
"10554","ENSG00000174276.6","ENSG00000174276"
"10555","ENSG00000149806.10","ENSG00000149806"
"10556","ENSG00000149792.8","ENSG00000149792"
"10557","ENSG00000162298.18","ENSG00000162298"
"10558","ENSG00000204710.2","ENSG00000204710"
"10559","ENSG00000014216.15","ENSG00000014216"
"10560","ENSG00000014138.8","ENSG00000014138"
"10561","ENSG00000149798.4","ENSG00000149798"
"10562","ENSG00000133884.9","ENSG00000133884"
"10563","ENSG00000173825.6","ENSG00000173825"
"10564","ENSG00000162241.12","ENSG00000162241"
"10565","ENSG00000126391.13","ENSG00000126391"
"10566","ENSG00000142186.16","ENSG00000142186"
"10567","ENSG00000168056.15","ENSG00000168056"
"10568","ENSG00000173465.7","ENSG00000173465"
"10569","ENSG00000176973.7","ENSG00000176973"
"10570","ENSG00000173442.12","ENSG00000173442"
"10571","ENSG00000173338.12","ENSG00000173338"
"10572","ENSG00000173327.7","ENSG00000173327"
"10573","ENSG00000197136.4","ENSG00000197136"
"10574","ENSG00000213445.9","ENSG00000213445"
"10575","ENSG00000173039.18","ENSG00000173039"
"10576","ENSG00000172977.12","ENSG00000172977"
"10577","ENSG00000172922.8","ENSG00000172922"
"10578","ENSG00000254470.2","ENSG00000254470"
"10579","ENSG00000172818.9","ENSG00000172818"
"10580","ENSG00000172757.12","ENSG00000172757"
"10581","ENSG00000172803.17","ENSG00000172803"
"10582","ENSG00000172732.11","ENSG00000172732"
"10583","ENSG00000172638.12","ENSG00000172638"
"10584","ENSG00000172543.7","ENSG00000172543"
"10585","ENSG00000172500.12","ENSG00000172500"
"10586","ENSG00000175602.3","ENSG00000175602"
"10587","ENSG00000175592.8","ENSG00000175592"
"10588","ENSG00000175573.6","ENSG00000175573"
"10589","ENSG00000175550.7","ENSG00000175550"
"10590","ENSG00000175513.9","ENSG00000175513"
"10591","ENSG00000175467.14","ENSG00000175467"
"10592","ENSG00000175376.8","ENSG00000175376"
"10593","ENSG00000175334.7","ENSG00000175334"
"10594","ENSG00000175315.2","ENSG00000175315"
"10595","ENSG00000175294.5","ENSG00000175294"
"10596","ENSG00000175229.6","ENSG00000175229"
"10597","ENSG00000087365.15","ENSG00000087365"
"10598","ENSG00000175115.11","ENSG00000175115"
"10599","ENSG00000174996.11","ENSG00000174996"
"10600","ENSG00000174903.15","ENSG00000174903"
"10601","ENSG00000174871.10","ENSG00000174871"
"10602","ENSG00000174851.15","ENSG00000174851"
"10603","ENSG00000179292.4","ENSG00000179292"
"10604","ENSG00000174807.3","ENSG00000174807"
"10605","ENSG00000174791.10","ENSG00000174791"
"10606","ENSG00000174744.13","ENSG00000174744"
"10607","ENSG00000174684.6","ENSG00000174684"
"10608","ENSG00000174669.11","ENSG00000174669"
"10609","ENSG00000174576.9","ENSG00000174576"
"10610","ENSG00000174547.13","ENSG00000174547"
"10611","ENSG00000174516.14","ENSG00000174516"
"10612","ENSG00000254986.7","ENSG00000254986"
"10613","ENSG00000174483.19","ENSG00000174483"
"10614","ENSG00000174165.7","ENSG00000174165"
"10615","ENSG00000248746.5","ENSG00000248746"
"10616","ENSG00000174080.10","ENSG00000174080"
"10617","ENSG00000182791.4","ENSG00000182791"
"10618","ENSG00000173992.8","ENSG00000173992"
"10619","ENSG00000239306.4","ENSG00000239306"
"10620","ENSG00000173933.19","ENSG00000173933"
"10621","ENSG00000173914.11","ENSG00000173914"
"10622","ENSG00000173898.11","ENSG00000173898"
"10623","ENSG00000173715.15","ENSG00000173715"
"10624","ENSG00000173653.7","ENSG00000173653"
"10625","ENSG00000173599.13","ENSG00000173599"
"10626","ENSG00000173621.8","ENSG00000173621"
"10627","ENSG00000173237.4","ENSG00000173237"
"10628","ENSG00000173227.13","ENSG00000173227"
"10629","ENSG00000173156.6","ENSG00000173156"
"10630","ENSG00000173120.14","ENSG00000173120"
"10631","ENSG00000173020.10","ENSG00000173020"
"10632","ENSG00000172932.14","ENSG00000172932"
"10633","ENSG00000172830.12","ENSG00000172830"
"10634","ENSG00000172613.7","ENSG00000172613"
"10635","ENSG00000175482.8","ENSG00000175482"
"10636","ENSG00000175505.10","ENSG00000175505"
"10637","ENSG00000172531.14","ENSG00000172531"
"10638","ENSG00000175463.11","ENSG00000175463"
"10639","ENSG00000172508.10","ENSG00000172508"
"10640","ENSG00000175634.14","ENSG00000175634"
"10641","ENSG00000172725.13","ENSG00000172725"
"10642","ENSG00000175514.2","ENSG00000175514"
"10643","ENSG00000175544.13","ENSG00000175544"
"10644","ENSG00000172663.8","ENSG00000172663"
"10645","ENSG00000110711.9","ENSG00000110711"
"10646","ENSG00000110697.12","ENSG00000110697"
"10647","ENSG00000167797.7","ENSG00000167797"
"10648","ENSG00000167791.12","ENSG00000167791"
"10649","ENSG00000084207.15","ENSG00000084207"
"10650","ENSG00000167792.11","ENSG00000167792"
"10651","ENSG00000167799.9","ENSG00000167799"
"10652","ENSG00000167800.9","ENSG00000167800"
"10653","ENSG00000132744.7","ENSG00000132744"
"10654","ENSG00000132746.14","ENSG00000132746"
"10655","ENSG00000110057.7","ENSG00000110057"
"10656","ENSG00000006534.15","ENSG00000006534"
"10657","ENSG00000110717.12","ENSG00000110717"
"10658","ENSG00000110719.9","ENSG00000110719"
"10659","ENSG00000110721.11","ENSG00000110721"
"10660","ENSG00000110066.14","ENSG00000110066"
"10661","ENSG00000171067.10","ENSG00000171067"
"10662","ENSG00000162337.11","ENSG00000162337"
"10663","ENSG00000110075.14","ENSG00000110075"
"10664","ENSG00000069482.6","ENSG00000069482"
"10665","ENSG00000132749.10","ENSG00000132749"
"10666","ENSG00000110090.12","ENSG00000110090"
"10667","ENSG00000197345.12","ENSG00000197345"
"10668","ENSG00000132740.8","ENSG00000132740"
"10669","ENSG00000172938.3","ENSG00000172938"
"10670","ENSG00000172935.8","ENSG00000172935"
"10671","ENSG00000162341.16","ENSG00000162341"
"10672","ENSG00000172927.7","ENSG00000172927"
"10673","ENSG00000110092.3","ENSG00000110092"
"10674","ENSG00000149716.12","ENSG00000149716"
"10675","ENSG00000162344.3","ENSG00000162344"
"10676","ENSG00000075388.3","ENSG00000075388"
"10677","ENSG00000186895.2","ENSG00000186895"
"10678","ENSG00000131620.17","ENSG00000131620"
"10679","ENSG00000168040.4","ENSG00000168040"
"10680","ENSG00000131626.16","ENSG00000131626"
"10681","ENSG00000085733.15","ENSG00000085733"
"10682","ENSG00000162105.17","ENSG00000162105"
"10683","ENSG00000172893.15","ENSG00000172893"
"10684","ENSG00000172890.11","ENSG00000172890"
"10685","ENSG00000244411.3","ENSG00000244411"
"10686","ENSG00000241233.3","ENSG00000241233"
"10687","ENSG00000254997.3","ENSG00000254997"
"10688","ENSG00000204572.9","ENSG00000204572"
"10689","ENSG00000204571.6","ENSG00000204571"
"10690","ENSG00000158483.15","ENSG00000158483"
"10691","ENSG00000214534.5","ENSG00000214534"
"10692","ENSG00000184276.2","ENSG00000184276"
"10693","ENSG00000254469.7","ENSG00000254469"
"10694","ENSG00000225805.4","ENSG00000225805"
"10695","ENSG00000137522.17","ENSG00000137522"
"10696","ENSG00000137496.17","ENSG00000137496"
"10697","ENSG00000137497.17","ENSG00000137497"
"10698","ENSG00000184154.13","ENSG00000184154"
"10699","ENSG00000149357.9","ENSG00000149357"
"10700","ENSG00000110200.8","ENSG00000110200"
"10701","ENSG00000110203.8","ENSG00000110203"
"10702","ENSG00000110195.12","ENSG00000110195"
"10703","ENSG00000165457.13","ENSG00000165457"
"10704","ENSG00000165458.13","ENSG00000165458"
"10705","ENSG00000165462.5","ENSG00000165462"
"10706","ENSG00000162129.12","ENSG00000162129"
"10707","ENSG00000186642.15","ENSG00000186642"
"10708","ENSG00000186635.14","ENSG00000186635"
"10709","ENSG00000214530.8","ENSG00000214530"
"10710","ENSG00000168010.10","ENSG00000168010"
"10711","ENSG00000137478.14","ENSG00000137478"
"10712","ENSG00000175591.11","ENSG00000175591"
"10713","ENSG00000171631.14","ENSG00000171631"
"10714","ENSG00000110237.3","ENSG00000110237"
"10715","ENSG00000054967.12","ENSG00000054967"
"10716","ENSG00000054965.10","ENSG00000054965"
"10717","ENSG00000021300.13","ENSG00000021300"
"10718","ENSG00000175582.19","ENSG00000175582"
"10719","ENSG00000175581.13","ENSG00000175581"
"10720","ENSG00000181924.6","ENSG00000181924"
"10721","ENSG00000175575.12","ENSG00000175575"
"10722","ENSG00000187726.8","ENSG00000187726"
"10723","ENSG00000175567.8","ENSG00000175567"
"10724","ENSG00000175564.12","ENSG00000175564"
"10725","ENSG00000168014.16","ENSG00000168014"
"10726","ENSG00000214517.9","ENSG00000214517"
"10727","ENSG00000149380.11","ENSG00000149380"
"10728","ENSG00000165434.7","ENSG00000165434"
"10729","ENSG00000175538.10","ENSG00000175538"
"10730","ENSG00000175536.6","ENSG00000175536"
"10731","ENSG00000077514.8","ENSG00000077514"
"10732","ENSG00000054938.15","ENSG00000054938"
"10733","ENSG00000166439.5","ENSG00000166439"
"10734","ENSG00000166435.15","ENSG00000166435"
"10735","ENSG00000118363.11","ENSG00000118363"
"10736","ENSG00000162139.9","ENSG00000162139"
"10737","ENSG00000171561.3","ENSG00000171561"
"10738","ENSG00000137491.14","ENSG00000137491"
"10739","ENSG00000261594.3","ENSG00000261594"
"10740","ENSG00000137486.16","ENSG00000137486"
"10741","ENSG00000149273.14","ENSG00000149273"
"10742","ENSG00000149243.15","ENSG00000149243"
"10743","ENSG00000158555.14","ENSG00000158555"
"10744","ENSG00000149257.13","ENSG00000149257"
"10745","ENSG00000171533.11","ENSG00000171533"
"10746","ENSG00000166391.14","ENSG00000166391"
"10747","ENSG00000062282.14","ENSG00000062282"
"10748","ENSG00000198382.8","ENSG00000198382"
"10749","ENSG00000085741.12","ENSG00000085741"
"10750","ENSG00000137492.7","ENSG00000137492"
"10751","ENSG00000179240.9","ENSG00000179240"
"10752","ENSG00000158636.16","ENSG00000158636"
"10753","ENSG00000137507.11","ENSG00000137507"
"10754","ENSG00000182704.7","ENSG00000182704"
"10755","ENSG00000078124.11","ENSG00000078124"
"10756","ENSG00000198488.10","ENSG00000198488"
"10757","ENSG00000149260.15","ENSG00000149260"
"10758","ENSG00000254550.1","ENSG00000254550"
"10759","ENSG00000137474.19","ENSG00000137474"
"10760","ENSG00000178795.9","ENSG00000178795"
"10761","ENSG00000149269.9","ENSG00000149269"
