rxnID,primarySites_ori,primarySites_wtdDist,primarySites_wtdDist_exp_decay,SecondSites_ori,SecondSites_wtdDist,SecondSites_wtdDist_exp_decay
BIO0002_f,NA,NA,Intestine,NA,NA,NA
BIO0004_f,Gonad,Gonad,Gonad,Hypodermis,Hypodermis,Hypodermis
BIO0005_f,Intestine,Intestine,Intestine,NA,NA,NA
BIO0005_r,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,NA,NA,NA
BIO0006_f,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
BIO0007_f,Intestine,Intestine,Intestine,NA,NA,NA
BIO0008_f,NA,NA,Intestine,NA,NA,NA
BIO0009_f,NA,NA,Pharynx,NA,NA,Gonad
BIO0011_f,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,Glia
BIO0012_f,NA,Intestine,Intestine,NA,NA,NA
BIO0012_r,NA,Body_wall_muscle,NA,NA,NA,NA
BIO0013_f,NA,NA,Intestine,NA,NA,Gonad
BIO0014_f,Intestine,Intestine,Intestine,NA,NA,NA
BIO0015_f,NA,NA,Intestine,NA,NA,NA
BIO0100_f,Body_wall_muscle,Pharynx,Pharynx,Pharynx,Body_wall_muscle,NA
BIO0101_f,NA,NA,Gonad,NA,NA,Pharynx
BIO0103_f,Gonad,Gonad,Gonad,Hypodermis,Hypodermis,Hypodermis
BIO0104_f,NA,Pharynx,Pharynx,NA,Intestine,Intestine
BIO0106_f,NA,Pharynx,Pharynx,NA,Intestine,Intestine
BIO0107_f,Gonad,Gonad,Gonad,Hypodermis,Hypodermis,Hypodermis
DMN0001_f,NA,NA,Gonad,Neurons,NA,Neurons
DMN0005_f,Body_wall_muscle,Body_wall_muscle,NA,NA,NA,NA
DMN0006_f,Body_wall_muscle,Intestine,Intestine,Intestine,Body_wall_muscle,Gonad
DMN0008_f,Hypodermis,Intestine,Intestine,Intestine,Hypodermis,Hypodermis
DMN0009_f,Glia,Glia,Glia,Pharynx,Pharynx,Pharynx
DMN0015_f,Hypodermis,Hypodermis,Hypodermis,Glia,Glia,Glia
DMN0017_f,Neurons,Neurons,Neurons,NA,NA,Gonad
DMN0018_f,NA,Neurons,Neurons,NA,NA,NA
DMN0020_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,NA,NA,NA
DMN0021_f,Gonad,Gonad,Pharynx,Pharynx,Pharynx,Gonad
DMN0025_f,NA,NA,NA,NA,Body_wall_muscle,NA
DMN0027_f,Intestine,Intestine,Intestine,Gonad,Gonad,Gonad
DMN0033_f,Gonad,Gonad,Gonad,Intestine,Intestine,Intestine
DMN0034_f,Intestine,Intestine,Intestine,NA,Neurons,Neurons
DMN0035_f,Intestine,NA,Intestine,NA,NA,NA
DMN0040_f,Neurons,NA,Neurons,Gonad,Gonad,Gonad
DMN0042_f,Intestine,Intestine,Intestine,NA,NA,NA
DMN0043_f,Hypodermis,Hypodermis,Hypodermis,NA,NA,NA
DMN0046_f,Body_wall_muscle,NA,Gonad,Gonad,NA,Intestine
DMN0047_f,Body_wall_muscle,NA,Gonad,Gonad,NA,Intestine
DMN0054_f,NA,NA,Neurons,NA,NA,Glia
DMN0055_f,NA,NA,Glia,NA,NA,NA
DMN0057_f,NA,NA,NA,NA,NA,Gonad
DMN0058_f,Hypodermis,Intestine,Hypodermis,Intestine,Hypodermis,Intestine
DMN0059_f,Glia,Glia,Glia,Pharynx,Pharynx,Pharynx
DMN0060_f,Intestine,Intestine,Intestine,NA,NA,NA
DMN0061_f,Intestine,Intestine,Intestine,NA,NA,NA
DMN0062_f,NA,NA,Body_wall_muscle,NA,NA,Glia
DMN0063_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
DMN0064_f,NA,NA,Pharynx,NA,NA,NA
DMN0065_f,Intestine,Intestine,Intestine,NA,NA,NA
DMN0066_f,Intestine,Intestine,NA,Hypodermis,Hypodermis,NA
DMN0067_f,NA,NA,Neurons,NA,NA,NA
DMN0068_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
DMN0072_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,NA,NA,NA
DMN0073_f,Gonad,Gonad,Gonad,Pharynx,NA,Intestine
DMN0075_f,NA,NA,Pharynx,NA,NA,NA
DMN0077_f,Intestine,Intestine,Intestine,NA,NA,NA
DMN0078_f,Pharynx,Pharynx,Pharynx,NA,NA,NA
DMN0080_f,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
DMN0083_f,NA,NA,Glia,NA,NA,NA
DMN0084_f,Glia,Glia,NA,NA,NA,NA
DMN0085_f,Hypodermis,Hypodermis,Hypodermis,Neurons,Neurons,Neurons
DMN0100_f,Glia,Glia,Glia,NA,NA,NA
DMN1001_f,Glia,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Glia,Glia
DMN1004_f,NA,NA,Neurons,NA,NA,Intestine
DNA[c]_f,Gonad,Gonad,Gonad,Hypodermis,Hypodermis,Hypodermis
Glycans[c]_f,Gonad,Gonad,Pharynx,Pharynx,Pharynx,Gonad
PhosphoL[c]_f,Intestine,Intestine,Intestine,NA,NA,NA
RC00009_f,Intestine,Intestine,Intestine,NA,NA,NA
RC00010_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Neurons,Neurons,Neurons
RC00028_f,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
RC00078_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
RC00089_f,Neurons,Neurons,Neurons,Intestine,Intestine,Intestine
RC00093_f,Intestine,Intestine,Intestine,Neurons,Neurons,Neurons
RC00100_f,NA,Gonad,Hypodermis,NA,Hypodermis,Intestine
RC00100_r,NA,Gonad,Hypodermis,NA,Hypodermis,Intestine
RC00103_f,Glia,Glia,Glia,Intestine,Intestine,Intestine
RC00115_f,Pharynx,Pharynx,Pharynx,Hypodermis,NA,NA
RC00127_r,Glia,Glia,Glia,NA,NA,NA
RC00137_f,Intestine,Intestine,Intestine,Gonad,Gonad,Gonad
RC00137_r,Intestine,Intestine,Intestine,Glia,Glia,Glia
RC00138_f,Hypodermis,Hypodermis,Hypodermis,NA,NA,NA
RC00155_f,Pharynx,Intestine,Pharynx,Intestine,Pharynx,Intestine
RC00158_f,NA,NA,Glia,NA,NA,NA
RC00158_r,Glia,Glia,Glia,NA,NA,NA
RC00160_f,Glia,Glia,Glia,NA,NA,Intestine
RC00161_f,NA,NA,Intestine,NA,NA,Gonad
RC00174_f,Gonad,Gonad,Gonad,Neurons,Neurons,Neurons
RC00177_f,Hypodermis,Hypodermis,Hypodermis,NA,NA,NA
RC00178_f,Intestine,Intestine,Intestine,Neurons,NA,NA
RC00181_f,Intestine,Intestine,Intestine,Neurons,Neurons,Neurons
RC00183_f,Glia,Glia,Glia,Intestine,Intestine,Intestine
RC00185_f,Hypodermis,Hypodermis,Hypodermis,NA,NA,NA
RC00188_f,Glia,Glia,Glia,Hypodermis,Hypodermis,Hypodermis
RC00190_f,Glia,Glia,Glia,NA,NA,NA
RC00191_f,Neurons,Neurons,Neurons,Body_wall_muscle,Body_wall_muscle,NA
RC00192_f,Hypodermis,Hypodermis,Hypodermis,NA,Gonad,NA
RC00199_f,Intestine,Intestine,Intestine,NA,NA,NA
RC00200_f,Intestine,Intestine,Intestine,NA,Body_wall_muscle,Body_wall_muscle
RC00220_f,Hypodermis,Hypodermis,Hypodermis,Intestine,Intestine,Intestine
RC00235_f,Neurons,Glia,Glia,Glia,Neurons,NA
RC00238_f,Intestine,Intestine,Intestine,Gonad,NA,Gonad
RC00238_r,Intestine,Intestine,Intestine,NA,NA,NA
RC00251_f,Intestine,Intestine,Intestine,NA,NA,NA
RC00253_f,NA,Body_wall_muscle,Body_wall_muscle,Intestine,Intestine,Intestine
RC00256_f,Neurons,Neurons,Neurons,Intestine,Intestine,Intestine
RC00257_f,Intestine,Gonad,Gonad,Gonad,Intestine,Intestine
RC00261_f,Neurons,Neurons,Neurons,NA,NA,NA
RC00267_f,Hypodermis,Hypodermis,Hypodermis,NA,NA,Intestine
RC00274_f,Pharynx,Pharynx,Pharynx,Glia,Glia,Glia
RC00274_r,Pharynx,Pharynx,Pharynx,Glia,Glia,Glia
RC00277_f,Gonad,Gonad,Gonad,NA,NA,NA
RC00278_f,Gonad,Gonad,Neurons,NA,Neurons,Gonad
RC00286_f,Gonad,Hypodermis,Gonad,Hypodermis,Gonad,Hypodermis
RC00287_f,NA,Glia,Hypodermis,Hypodermis,Hypodermis,NA
RC00289_f,Body_wall_muscle,Body_wall_muscle,NA,NA,Intestine,NA
RC00293_f,Hypodermis,Hypodermis,Hypodermis,Neurons,Neurons,Neurons
RC00306_f,Intestine,Intestine,Intestine,NA,NA,NA
RC00328_f,Intestine,Intestine,Intestine,Pharynx,Pharynx,NA
RC00332_f,Neurons,Neurons,Gonad,Gonad,Gonad,Neurons
RC00342_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Neurons,Neurons,Neurons
RC00342_r,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Neurons,Neurons,Neurons
RC00352_f,Intestine,Intestine,Intestine,Neurons,Neurons,Neurons
RC00355_f,Body_wall_muscle,NA,Body_wall_muscle,Neurons,Neurons,Neurons
RC00355_r,NA,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Neurons,NA
RC00359_f,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
RC00366_f,Intestine,Intestine,Intestine,NA,NA,NA
RC00369_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Intestine,NA,NA
RC00369_r,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,NA,NA,NA
RC00416_f,NA,NA,Gonad,NA,NA,NA
RC00424_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
RC00426_f,Gonad,Gonad,Gonad,Neurons,Neurons,Neurons
RC00431_f,Body_wall_muscle,Body_wall_muscle,NA,Intestine,NA,Body_wall_muscle
RC00431_r,Body_wall_muscle,Intestine,NA,Neurons,Body_wall_muscle,NA
RC00434_f,Neurons,Neurons,Neurons,Glia,NA,NA
RC00475_f,Intestine,Intestine,Intestine,NA,NA,NA
RC00485_f,Pharynx,Pharynx,Pharynx,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
RC00489_f,Neurons,Neurons,Neurons,NA,NA,NA
RC00494_f,Glia,Glia,Glia,Pharynx,Pharynx,Pharynx
RC00494_r,Glia,Glia,Glia,Pharynx,Pharynx,Pharynx
RC00497_f,Gonad,Gonad,Gonad,Pharynx,NA,Intestine
RC00507_f,Glia,Glia,Glia,Hypodermis,Hypodermis,Hypodermis
RC00508_f,Glia,Glia,Glia,Hypodermis,Hypodermis,Hypodermis
RC00509_f,Glia,Glia,Glia,Hypodermis,Hypodermis,Hypodermis
RC00511_f,NA,NA,Intestine,NA,NA,NA
RC00512_r,NA,Gonad,NA,NA,Pharynx,NA
RC00513_f,NA,Gonad,NA,NA,NA,NA
RC00525_f,Hypodermis,Hypodermis,Hypodermis,Neurons,Neurons,Neurons
RC00527_f,Gonad,Gonad,NA,NA,NA,NA
RC00529_f,Glia,Glia,Glia,Hypodermis,Hypodermis,Hypodermis
RC00548_f,Glia,Intestine,Intestine,Intestine,Glia,Glia
RC00549_f,Glia,Glia,Glia,NA,NA,NA
RC00551_f,Hypodermis,Hypodermis,Hypodermis,Intestine,Intestine,Intestine
RC00554_f,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
RC00554_r,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
RC00570_r,Gonad,Gonad,Gonad,NA,Pharynx,NA
RC00571_f,Gonad,Intestine,Intestine,Intestine,Gonad,Gonad
RC00573_f,Gonad,Gonad,Intestine,Intestine,Intestine,Gonad
RC00575_f,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
RC00578_f,Pharynx,Pharynx,Pharynx,NA,Intestine,Intestine
RC00582_f,Intestine,Intestine,Intestine,Hypodermis,NA,Hypodermis
RC00585_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Intestine,Intestine,Intestine
RC00602_f,Intestine,Intestine,Intestine,Gonad,NA,Gonad
RC00619_f,Neurons,Neurons,Neurons,NA,Gonad,Gonad
RC00650_f,Intestine,Intestine,NA,Hypodermis,Hypodermis,NA
RC00658_f,Neurons,Neurons,Neurons,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
RC00658_r,Neurons,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Neurons,Neurons
RC00662_f,NA,Gonad,NA,NA,NA,Pharynx
RC00669_f,Gonad,Gonad,Gonad,Intestine,Intestine,Intestine
RC00669_r,Intestine,Intestine,Gonad,Gonad,NA,Intestine
RC00670_f,Intestine,Intestine,NA,Hypodermis,Hypodermis,NA
RC00678_f,Hypodermis,Hypodermis,Hypodermis,NA,NA,NA
RC00685_f,Neurons,Neurons,Neurons,Gonad,Gonad,Gonad
RC00694_f,NA,Hypodermis,Hypodermis,NA,NA,NA
RC00694_r,Hypodermis,Hypodermis,NA,NA,NA,NA
RC00698_f,Gonad,Gonad,Gonad,Intestine,Intestine,Intestine
RC00699_f,Neurons,Neurons,Neurons,Gonad,Gonad,Gonad
RC00703_f,Neurons,Neurons,Neurons,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
RC00703_r,Neurons,Neurons,Neurons,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
RC00710_f,Intestine,Intestine,Intestine,NA,Body_wall_muscle,Body_wall_muscle
RC00711_f,Intestine,Intestine,Intestine,NA,NA,NA
RC00720_f,NA,Pharynx,NA,NA,Gonad,NA
RC00722_f,Pharynx,Pharynx,Pharynx,NA,NA,NA
RC00722_r,Pharynx,Pharynx,Pharynx,NA,NA,NA
RC00731_f,Hypodermis,Hypodermis,Hypodermis,Glia,Glia,Glia
RC00734_f,NA,Hypodermis,Hypodermis,NA,NA,NA
RC00734_r,NA,Hypodermis,Hypodermis,NA,NA,NA
RC00736_f,Gonad,Gonad,Gonad,Neurons,Neurons,Neurons
RC00748_f,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
RC00751_f,Intestine,Intestine,Intestine,Glia,Glia,Glia
RC00751_r,Intestine,Intestine,Intestine,Glia,Glia,Glia
RC00754_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,NA,NA,NA
RC00754_r,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,NA,NA,NA
RC00765_f,Gonad,Gonad,Gonad,NA,NA,NA
RC00768_f,Gonad,Gonad,Gonad,NA,NA,Hypodermis
RC00782_f,NA,NA,Neurons,NA,NA,Hypodermis
RC00801_f,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
RC00842_f,Neurons,Neurons,Neurons,NA,NA,NA
RC00842_r,Neurons,Neurons,Neurons,NA,NA,NA
RC00847_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Hypodermis,NA,Hypodermis
RC00851_f,Intestine,Intestine,Intestine,Gonad,NA,Gonad
RC00867_f,NA,Neurons,Neurons,NA,NA,NA
RC00875_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Intestine,Intestine,Intestine
RC00875_r,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Intestine,Intestine,Intestine
RC00893_f,Hypodermis,Hypodermis,Hypodermis,NA,NA,NA
RC00894_f,Gonad,Gonad,Gonad,Pharynx,Intestine,Intestine
RC00895_f,Body_wall_muscle,Body_wall_muscle,Hypodermis,NA,NA,NA
RC00895_r,Hypodermis,Body_wall_muscle,Hypodermis,Body_wall_muscle,NA,NA
RC00897_f,Neurons,Neurons,Hypodermis,Hypodermis,Hypodermis,Neurons
RC00905_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,NA,NA,NA
RC00936_f,Gonad,Gonad,Gonad,Glia,Glia,Glia
RC00936_r,Gonad,Gonad,Gonad,Glia,Glia,Glia
RC00939_f,Gonad,Gonad,Gonad,Glia,Glia,Glia
RC00939_r,Gonad,Gonad,Gonad,Glia,Glia,Glia
RC00941_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
RC00943_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
RC00943_r,Hypodermis,Intestine,Hypodermis,Intestine,Hypodermis,Intestine
RC00945_f,Gonad,Gonad,Gonad,NA,Intestine,Intestine
RC00945_r,Gonad,Gonad,Gonad,Intestine,Intestine,Intestine
RC00946_f,Hypodermis,Hypodermis,Hypodermis,NA,NA,Gonad
RC00955_f,NA,NA,Intestine,NA,NA,Gonad
RC00959_f,Body_wall_muscle,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle
RC00959_r,Body_wall_muscle,Intestine,Intestine,NA,NA,NA
RC00961_f,Pharynx,Pharynx,Pharynx,Intestine,Intestine,NA
RC00961_r,Pharynx,Pharynx,Pharynx,NA,NA,NA
RC00963_f,NA,Glia,Intestine,NA,Intestine,Glia
RC00964_f,NA,Gonad,NA,NA,NA,NA
RC00965_f,Intestine,Intestine,Gonad,Gonad,Gonad,Intestine
RC00966_f,NA,NA,Gonad,NA,NA,Glia
RC00978_f,Intestine,Intestine,Intestine,NA,NA,NA
RC00978_r,Intestine,Intestine,Intestine,NA,NA,NA
RC00987_f,Hypodermis,Hypodermis,Hypodermis,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
RC00988_f,Hypodermis,Hypodermis,Hypodermis,NA,NA,NA
RC00996_f,Hypodermis,Hypodermis,Hypodermis,Intestine,Intestine,Intestine
RC01000_f,Neurons,Neurons,Neurons,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
RC01000_r,Neurons,Neurons,Neurons,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
RC01001_f,Intestine,Intestine,Hypodermis,NA,Hypodermis,NA
RC01005_f,Gonad,Gonad,Gonad,Hypodermis,Hypodermis,Hypodermis
RC01009_f,Gonad,NA,Gonad,Hypodermis,NA,Hypodermis
RC01010_f,Intestine,Intestine,Intestine,Gonad,Gonad,Gonad
RC01011_f,Intestine,Intestine,Intestine,Gonad,Gonad,Gonad
RC01013_f,Intestine,Intestine,Intestine,NA,NA,NA
RC01015_f,Neurons,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Neurons,Neurons
RC01015_r,Neurons,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Neurons,Neurons
RC01018_f,NA,Intestine,Gonad,NA,NA,Intestine
RC01021_f,Glia,Glia,Glia,NA,NA,Neurons
RC01023_f,Neurons,Neurons,Neurons,NA,NA,NA
RC01026_f,Neurons,Neurons,Neurons,NA,NA,NA
RC01030_f,Intestine,Gonad,Gonad,NA,Intestine,Intestine
RC01036_f,Glia,Glia,Glia,NA,NA,NA
RC01036_r,Glia,Glia,Glia,NA,NA,NA
RC01041_f,Glia,Glia,Glia,NA,NA,NA
RC01041_r,Glia,Glia,Glia,NA,NA,NA
RC01049_f,Intestine,Intestine,Intestine,Gonad,Gonad,Gonad
RC01049_r,Intestine,Intestine,Intestine,Gonad,Gonad,Gonad
RC01051_f,Intestine,Intestine,Intestine,NA,NA,NA
RC01054_f,NA,Gonad,Gonad,NA,Neurons,NA
RC01055_r,Pharynx,Pharynx,Intestine,Intestine,Intestine,Pharynx
RC01056_f,Gonad,Gonad,Intestine,NA,NA,Gonad
RC01056_r,Gonad,Gonad,Intestine,Intestine,Intestine,Gonad
RC01057_f,Intestine,Intestine,Intestine,NA,Hypodermis,Gonad
RC01057_r,Intestine,Intestine,Intestine,Pharynx,NA,NA
RC01061_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Neurons,Neurons,Neurons
RC01061_r,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Neurons,Neurons,Neurons
RC01066_f,Intestine,Intestine,Intestine,Gonad,NA,NA
RC01066_r,NA,Intestine,Intestine,NA,NA,NA
RC01070_f,Body_wall_muscle,Body_wall_muscle,Neurons,Neurons,Neurons,Body_wall_muscle
RC01070_r,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Neurons,Neurons,Neurons
RC01072_f,Intestine,Intestine,Intestine,NA,NA,NA
RC01082_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,NA,Neurons,Neurons
RC01082_r,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Neurons,Neurons,Neurons
RC01083_f,NA,Gonad,Gonad,NA,NA,NA
RC01092_f,NA,NA,Intestine,NA,NA,Gonad
RC01093_f,Glia,Glia,Glia,NA,NA,NA
RC01093_r,Glia,Glia,Glia,NA,NA,NA
RC01095_f,Glia,Glia,Glia,NA,NA,NA
RC01095_r,Glia,Glia,Glia,NA,NA,NA
RC01100_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Intestine,Intestine,Intestine
RC01101_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,NA,NA,NA
RC01103_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,NA,NA,NA
RC01108_f,Intestine,NA,NA,NA,NA,NA
RC01121_f,NA,NA,Gonad,NA,NA,Intestine
RC01123_f,NA,NA,Gonad,Gonad,NA,Intestine
RC01126_f,Glia,Glia,Glia,Intestine,Intestine,Intestine
RC01127_f,Intestine,Neurons,Neurons,Neurons,Intestine,Intestine
RC01127_r,Intestine,Intestine,Neurons,Neurons,Neurons,Intestine
RC01130_f,Gonad,Gonad,Gonad,Intestine,Intestine,Intestine
RC01132_f,Glia,Glia,Glia,NA,NA,NA
RC01134_f,Gonad,Gonad,Gonad,Body_wall_muscle,Body_wall_muscle,NA
RC01135_f,NA,NA,Gonad,NA,NA,NA
RC01137_f,Gonad,NA,NA,Hypodermis,NA,NA
RC01137_r,NA,Body_wall_muscle,Body_wall_muscle,NA,NA,NA
RC01138_f,NA,Body_wall_muscle,Body_wall_muscle,NA,NA,NA
RC01154_f,Hypodermis,Hypodermis,Hypodermis,NA,NA,NA
RC01167_f,Neurons,Neurons,Neurons,Gonad,Gonad,Gonad
RC01168_f,Hypodermis,Hypodermis,Hypodermis,Glia,Glia,Glia
RC01184_f,Hypodermis,Hypodermis,Hypodermis,Glia,Glia,Glia
RC01185_f,Neurons,Neurons,Neurons,Glia,Glia,Glia
RC01186_f,Neurons,Glia,Glia,Glia,NA,NA
RC01187_f,Neurons,Neurons,Neurons,Glia,Glia,NA
RC01201_f,NA,NA,Gonad,NA,NA,NA
RC01206_f,Pharynx,Pharynx,Pharynx,NA,NA,Gonad
RC01218_f,Hypodermis,Hypodermis,Hypodermis,Intestine,Intestine,Intestine
RC01218_r,Hypodermis,Hypodermis,Hypodermis,Intestine,Intestine,Intestine
RC01220_f,Hypodermis,Hypodermis,Hypodermis,Intestine,Intestine,Intestine
RC01220_r,Hypodermis,Hypodermis,Hypodermis,Intestine,Intestine,Intestine
RC01224_f,Hypodermis,Hypodermis,Hypodermis,Intestine,Intestine,Intestine
RC01224_r,Hypodermis,Hypodermis,Hypodermis,Intestine,Intestine,Intestine
RC01227_f,NA,Glia,Glia,NA,Intestine,Intestine
RC01229_f,Glia,Glia,Glia,NA,NA,NA
RC01230_f,Gonad,Gonad,Gonad,NA,NA,NA
RC01231_f,Gonad,Gonad,Gonad,Body_wall_muscle,NA,NA
RC01234_f,Neurons,Neurons,Neurons,NA,NA,NA
RC01252_f,Body_wall_muscle,Hypodermis,Hypodermis,Hypodermis,Body_wall_muscle,NA
RC01262_f,Pharynx,Pharynx,Pharynx,Hypodermis,Hypodermis,Hypodermis
RC01268_f,Pharynx,Pharynx,Pharynx,NA,NA,NA
RC01269_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Pharynx,Pharynx,Pharynx
RC01274_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,NA,NA,NA
RC01280_f,Body_wall_muscle,Body_wall_muscle,Intestine,Intestine,Intestine,Body_wall_muscle
RC01281_f,Intestine,Intestine,Intestine,Pharynx,Pharynx,Pharynx
RC01290_f,Hypodermis,Hypodermis,Hypodermis,Intestine,Intestine,NA
RC01301_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
RC01315_f,Intestine,Intestine,Intestine,Gonad,Gonad,NA
RC01318_f,Intestine,Intestine,Intestine,Gonad,Gonad,NA
RC01318_r,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
RC01334_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,NA,NA,NA
RC01351_f,NA,Gonad,NA,NA,NA,NA
RC01357_f,Intestine,Intestine,Intestine,NA,NA,Hypodermis
RC01364_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
RC01372_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
RC01384_f,Glia,Glia,NA,Gonad,Gonad,NA
RC01393_f,NA,Body_wall_muscle,Body_wall_muscle,NA,Intestine,Intestine
RC01397_f,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
RC01402_f,Glia,Glia,NA,Intestine,NA,NA
RC01410_f,Hypodermis,Hypodermis,Hypodermis,NA,NA,NA
RC01410_r,Hypodermis,Hypodermis,Hypodermis,NA,NA,NA
RC01415_f,Intestine,Intestine,Intestine,NA,NA,NA
RC01415_r,Intestine,Intestine,Intestine,NA,NA,NA
RC01431_f,Glia,Glia,Glia,NA,NA,NA
RC01431_r,Glia,Glia,Glia,NA,NA,NA
RC01463_f,Intestine,Intestine,Intestine,Pharynx,Pharynx,Pharynx
RC01468_f,Glia,Glia,Glia,NA,NA,NA
RC01470_f,Intestine,Gonad,Intestine,Gonad,Intestine,Gonad
RC01481_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
RC01483_r,NA,NA,Intestine,NA,NA,Body_wall_muscle
RC01494_f,Pharynx,Pharynx,Pharynx,Intestine,Intestine,Intestine
RC01495_f,Gonad,Gonad,Gonad,Glia,Glia,Glia
RC01496_f,Pharynx,Pharynx,Pharynx,NA,NA,NA
RC01497_f,Intestine,Intestine,Intestine,NA,Pharynx,NA
RC01498_f,Intestine,Intestine,Intestine,NA,NA,Pharynx
RC01512_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Neurons,Neurons,Neurons
RC01512_r,Neurons,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Neurons,Neurons
RC01513_f,Hypodermis,Hypodermis,Hypodermis,Intestine,Intestine,Intestine
RC01514_f,Gonad,Gonad,Gonad,NA,NA,NA
RC01518_f,Body_wall_muscle,Body_wall_muscle,Neurons,Neurons,Neurons,Body_wall_muscle
RC01518_r,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Neurons,Neurons,Neurons
RC01528_f,NA,NA,Gonad,NA,NA,Glia
RC01529_f,Intestine,Intestine,Intestine,Gonad,Gonad,Gonad
RC01529_r,Intestine,Intestine,Intestine,Gonad,Gonad,Gonad
RC01547_r,NA,NA,Neurons,NA,NA,NA
RC01560_f,Gonad,Gonad,Gonad,Neurons,NA,NA
RC01561_f,Glia,Glia,Glia,Intestine,Intestine,Intestine
RC01561_r,Glia,Intestine,Glia,Intestine,Glia,Intestine
RC01567_f,Glia,Glia,Glia,Gonad,Gonad,Intestine
RC01569_f,Glia,Glia,Glia,Intestine,Intestine,Intestine
RC01570_f,Neurons,Neurons,Neurons,Pharynx,Pharynx,Pharynx
RC01570_r,Neurons,Neurons,Neurons,Pharynx,Pharynx,NA
RC01595_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,NA
